モンスタID,モンスタ名,ドロップ1,ドロップ率,ドロップ2,ドロップ率,ドロップ3,ドロップ率,ドロップ4,ドロップ率,ドロップ5,ドロップ率,ドロップ6,ドロップ率,ドロップ7,ドロップ率,ドロップ8,ドロップ率
1564,天仙娘々(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1565,老人参(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1566,デッドリーレイス(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1567,エンシェントワーム(アリーナ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1568,エンジェリング(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1569,ブラッディナイト(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1570,クランプ(アリーナ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1572,ドロップス(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1573,エルダー(アリーナ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1575,フローラ(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1576,ゴーストリング(アリーナ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1578,ホロン(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1579,ヒドラ(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1580,インキュバス(アリーナ),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1581,ボーカル(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1582,デビルリング,リンゴ,5000,ジャルゴン,4850,子悪魔の翼,3000,黒色の染料,100,ソウルストライクLv3,100,悪魔のヘアバンド,100,闇に沈んだ刃,1,デビルリングカード,1
1583,タオグンカ,宝石の原石,4850,石片,4850,白ポーション,3000,トパーズ,1000,望遠鏡,400,稀少なルーン原石,10,ジュエルヘルム [1],5,タオグンカカード,1
1584,タムラン,柄の紐,4850,壊れた鎧,3000,神秘のルーン原石,1000,カタナ [4],40,バスタードソード [3],8,メイル [1],3,リンゴ,0,タムランカード,1
1586,リーフキャット,葉っぱの服,5335,大きな葉,4365,魚の尻尾,1100,エビ,500,ヒナレの葉,300,レモン,250,イグドラシルの種,5,リーフキャットカード,1
1587,クラベン,バンブーバスケット,4850,ジャルゴン,3500,ミルク,3000,アロエの葉,1000,レッドチリ,1000,古く青い箱,10,ガード [1],1,クラベンカード,1
1588,サンタオーク,鉄,210,オーク戦士の証,5500,穴が開いている赤い靴下,1600,包装紙,1600,プレゼントボックス（緑）,50,プレゼントボックス（青）,50,包装リボン,1600,オークウォリアーカード,1
1589,マンドラゴラ(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1590,ジオグラファー(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1592,チンピラ(イベント),石,10000,ハエの羽,2000,カッター,3000,空きビン,1000,お米のお菓子,10000,石,0,石,0,石,0
1594,フリーズタートル(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1595,マーリン(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1596,タムラン(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1597,ガーゴイル(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1598,ブレイザー(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1599,巨大ウィスパー(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1600,ヒートタートル(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1601,パーメットタートル(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1602,ソリッドタートル(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1603,ビッグフット(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1604,ジャイアントホーネット(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1605,ダークイリュージョン(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1606,ハティーベベ(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1607,クリスマスゴブリン(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1608,雄盗蟲(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1610,ムナック(取巻き),紅ポーション,0,速度変化ポーション,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1612,ヒェグン(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1613,メタリン,ジュビリー,5000,チューブ,4000,鉄鉱石,1000,でっかいゼロピー,1000,鉄,500,錆びたネジ,200,クリムゾンボルト [2],5,メタリンカード,1
1614,ミネラル,水晶のかけら,3000,エンベルタコン,800,トパーズ,500,イエロージェムストーン,100,オリデオコン,80,エンペリウム,2,黄金,2,ミネラルカード,1
1615,オブシディアン,黒水晶のかけら,3000,ダイヤモンド１カラット,500,石炭,500,鋼鉄,500,エルニウム,50,アンホーリータッチ,10,リンゴ,0,オブシディアンカード,1
1616,ピットマン,古いつるはし,3000,古い鉄板,500,ランタン,1000,ガンパウダー,800,鋼鉄,500,石炭,100,懐中電灯,80,ピットマンカード,1
1617,ジャンクポット,古い鉄板,3800,へこんだやかん,1000,燃えた木,1000,催涙ガス,500,エルダーの枝,500,古木の枝,50,錆びた鉄,50,ジャンクポットカード,1
1618,ウンゴリアント,虫の足,4500,蟻の顎,3500,蛍光色の液体,2500,ガーネット,1500,かんらん石,1500,華麗な蟲の皮,1000,ブーツ [1],500,ウンゴリアントカード,1
1619,ポルセリオ,ジュビリー,5000,単細胞,3000,虫の觸角,1000,蛍光色の液体,30,マインゴーシュ [4],25,朝の露が宿っている苔,2,リンゴ,0,ポルセリオカード,1
1620,ノクシャス,粉じん,3000,カビの粉,3000,有毒ガス,1000,黒色火薬,200,催涙ガス,200,アンティペインメント,50,古く青い箱,1,ノクシャスカード,1
1621,ベノマス,粉じん,5000,菌糸,3000,有毒ガス,2000,毒の粉,1000,催涙ガス,200,黒色火薬,200,古く青い箱,1,ベノマスカード,1
1622,ベアドール,錆びたネジ,3800,ハチ蜜,1000,オリデオコンの金槌,300,エルニウム,100,怒った口,50,呪われた幸運の女神のブローチ,10,ゴールドルクス,5,ベアドールカード,1
1623,RSX-0806,歯車,6000,懐中電灯,5000,古い紫色の箱,1000,カウンターダガー,100,スパナ,40,錐,5,錐 [1],1,RSX-0806カード,1
1624,ジャンクポット(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1625,ポルセリオ(取巻き),リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1626,ヘリオン,ヘリオンの目,8000,ヘリオンの目,8000,ヘリオンの目,8000,ヘリオンの目,8000,ヘリオンの目,8000,ヘリオンの目,8000,リンゴ,0,リンゴ,0
1627,ウィレス,ハエの羽,1000,菌糸,500,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ウィレスカード,1
1628,モルデン,土竜のひげ,5000,土竜の爪,5000,スーパーノービス帽 [1],50,シックスシューター [2],5,リンゴ,0,リンゴ,0,リンゴ,0,モルデンカード,1
1629,ヒルウィンドランサー,にく,1000,化け物のエサ,1000,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ヒルウィンドカード,1
1630,ペクソジン,長い髪,5500,古く青い箱,5000,古い紫色の箱,3000,透明な羽衣,3000,柔らかい布,1000,封印の赤い絹,10,ティアラ,10,ペクソジンカード,1
1631,チュンイー,サイファー,4200,ハチ蜜,500,ぬいぐるみ,100,シニョンキャップ,50,ホラ [3],10,リンゴ,0,リンゴ,0,チュンイーカード,1
1632,グレムリン,暗黒の意志,3000,べとべとする液体,3000,アメジスト,100,古く青い箱,2,ブーツ [1],1,ブラッディロア,1,リンゴ,0,グレムリンカード,1
1633,ビホルダー,トゲの実,3000,アンティペインメント,100,ラフウィンド,100,エルニウム,10,古く青い箱,2,リンゴ,0,リンゴ,0,ビホルダーカード,1
1634,セイレン=ウィンザー(転生二次職),囚人の腕輪,9000,研究記録,0,真紅の渇き,0,思念体の爪,0,思念体の爪,0,ルーベル [1],0,クリムゾンオーブ,0,セイレン=ウィンザーカード,1
1635,エレメス=ガイル(転生二次職),囚人の腕輪,9000,研究記録,0,真紅の渇き,0,思念体の爪,0,思念体の爪,0,バリアスジュル [4],0,フォレストオーブ,0,エレメス=ガイルカード,1
1636,ハワード=アルトアイゼン(転生二次職),囚人の腕輪,9000,研究記録,0,真紅の渇き,0,思念体の爪,0,思念体の爪,0,ベチェルアックス [2],0,アクアオーブ,0,ハワード=アルトアイゼンカード,1
1637,マーガレッタ=ソリン(転生二次職),囚人の腕輪,9000,研究記録,0,真紅の渇き,9000,思念体の爪,5000,思念体の爪,5000,クローチェスタッフ [1],0,大司教の指輪,0,マーガレッタ=ソリンカード,1
1638,セシル=ディモン(転生二次職),囚人の腕輪,9000,研究記録,0,真紅の渇き,0,思念体の爪,0,思念体の爪,0,無形の矢筒,0,ファルケンブリッツ [2],0,セシル=ディモンカード,1
1639,カトリーヌ=ケイロン(転生二次職),囚人の腕輪,9000,研究記録,0,真紅の渇き,0,思念体の爪,0,思念体の爪,0,ラクリマスティック [2],0,ゴールデンロッドオーブ,0,カトリーヌ=ケイロンカード,1
1640,セイレン=ウィンザー(転生二次職)(オーラ),勇者の意思,0,真紅の渇き,0,亡者の冷気,0,ドラゴンキラー,0,死の櫃,0,ドラゴンスレイヤー,0,戦死者のマント,0,古びた赤い箱,0
1641,エレメス=ガイル(転生二次職)(オーラ),勇者の意思,0,真紅の渇き,0,亡者の冷気,0,チャクラム [2],0,死の櫃,0,エージェントカタール [1],0,戦死者のマント,0,古びた赤い箱,0
1642,ハワード=アルトアイゼン(転生二次職)(オーラ),勇者の意思,0,真紅の渇き,0,亡者の冷気,0,ロードクロース [1],0,死の櫃,0,イグニスステイル [1],0,戦死者のマント,0,古びた赤い箱,0
1643,マーガレッタ=ソリン(転生二次職)(オーラ),勇者の意思,0,真紅の渇き,0,亡者の冷気,0,回復の光 [1],0,死の櫃,0,約束の聖書 第一巻 [1],0,戦死者のマント,0,古びた赤い箱,0
1644,セシル=ディモン(転生二次職)(オーラ),勇者の意思,0,真紅の渇き,0,亡者の冷気,0,エルヴンボウ [1],0,死の櫃,0,ドラゴンウィング,0,戦死者のマント,0,古びた赤い箱,0
1645,カトリーヌ=ケイロン(転生二次職)(オーラ),勇者の意思,0,真紅の渇き,0,亡者の冷気,0,スタッフオブソウル,0,死の櫃,0,大聖堂の証,0,戦死者のマント,0,古びた赤い箱,0
1646,セイレン=ウィンザー(転生二次職)(MVP),ソードマンの魂,0,カルニウム,0,ブラディウム,0,ブリューナク,3500,古いカード帖,0,ギガントランス,0,古びた赤い箱,0,セイレン=ウィンザー（MVP）カード,1
1647,エレメス=ガイル(転生二次職)(MVP),シーフの魂,0,カルニウム,0,ブラディウム,0,古いカード帖,0,ギロチンカタール [1],0,暗殺者の手甲 [1],0,古びた赤い箱,0,エレメス=ガイル（MVP）カード,1
1648,ハワード=アルトアイゼン(転生二次職)(MVP),マーチャントの魂,0,カルニウム,0,ブラディウム,0,古いカード帖,0,スカーレットネイル,0,サルベージケープ,0,古びた赤い箱,0,ハワード=アルトアイゼン（MVP）カード,1
1649,マーガレッタ=ソリン(転生二次職)(MVP),アコライトの魂,0,カルニウム,0,ブラディウム,0,治癒の光,0,古いカード帖,0,約束の聖書 第二巻 [1],0,古びた赤い箱,0,マーガレッタ=ソリン（MVP）カード,1
1650,セシル=ディモン(転生二次職)(MVP),アーチャーの魂,0,カルニウム,0,ブラディウム,0,イクシオンの羽 [3],0,古いカード帖,0,大型クロスボウ [2],0,古びた赤い箱,0,セシル=ディモン（MVP）カード,1
1651,カトリーヌ=ケイロン(転生二次職)(MVP),マジシャンの魂,0,カルニウム,0,ブラディウム,0,キャスティングローブ,2500,古いカード帖,0,ゲフェニア 水の古書 [1],0,古びた赤い箱,0,カトリーヌ=ケイロン（MVP）カード,1
1652,イグニゼム=セニア(一次職),囚人の腕輪,9000,研究記録,0,勇者の意思,4000,思念体の血,0,ミラーシールド [1],1000,ツーハンドソード [2],0,カッツバルゲル,0,イグニゼム=セニアカード,1
1653,ヒュッケバイン=トリス(一次職),囚人の腕輪,9000,研究記録,0,勇者の意思,2000,思念体の血,0,ガード [1],0,コワード [2],0,盗賊の指輪,0,ヒュッケバイン=トリスカード,1
1654,アルマイア=デュンゼ(一次職),囚人の腕輪,9000,研究記録,0,勇者の意思,2000,思念体の血,0,バックラー [1],0,ブーツ [1],0,ウィンドホーク,0,アルマイア=デュンゼカード,1
1655,イレンド=エベシ(一次職),囚人の腕輪,9000,研究記録,0,勇者の意思,3000,思念体の血,0,セイントローブ [1],0,ガラスの靴,0,スパイク,0,イレンド=エベシカード,1
1656,カヴァク=イカルス(一次職),囚人の腕輪,9000,研究記録,0,勇者の意思,2000,思念体の血,0,シューズ [1],0,高級サンダル [1],0,盗賊の弓,0,カヴァク=イカルスカード,1
1657,ラウレル=ヴィンダー(一次職),囚人の腕輪,9000,研究記録,0,勇者の意思,2000,思念体の血,0,サンダル [1],0,スタッフオブウィング,0,フォーチュンソード,0,ラウレル=ヴィンダーカード,1
1658,イグニゼム=セニア(一次職)(MVP),高級武器の箱,1000,シュバイチェルサーベル,1000,ブラディウム,5000,伸縮自在ハンド [3],0,別雲剣,1000,カルニウム,5000,古いカード帖,1000,イグニゼム=セニア（MVP）カード,1
1659,ヒュッケバイン=トリス(一次職)(取巻き),プレゼントボックス,10,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1660,アルマイア=デュンゼ(一次職)(取巻き),プレゼントボックス,10,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1661,イレンド=エベシ(一次職)(取巻き),プレゼントボックス,10,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1662,カヴァク=イカルス(一次職)(取巻き),プレゼントボックス,10,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1663,ラウレル=ヴィンダー(一次職)(取巻き),プレゼントボックス,10,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1664,レッドフォトカノン,でっかいゼロピー,5000,ガーネット,1000,べとべとする液体,1000,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1665,イエローフォトカノン,でっかいゼロピー,5000,サファイア,1000,べとべとする液体,1000,デストロイヤー,5,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1666,グリーンフォトカノン,でっかいゼロピー,5000,エメラルド,1000,べとべとする液体,1000,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1667,ブルーフォトカノン,でっかいゼロピー,5000,トパーズ,1000,べとべとする液体,1000,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1668,アークダム,錆びたネジ,5000,鋼鉄,500,オリデオコン,200,エルニウム,200,ゲートキーパー,5,ゲートキーパーDD,5,リンゴ,0,アークダムカード,1
1669,ディミック,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ディミックカード,1
1670,ウィンドディミック,古い鉄板,2000,未知の欠片,300,オイルボトル,30,宮廷用調理器具,50,透明な板(風),50,オリデオコン,0,ダスク [1],5,ディミックカード,1
1671,アイスディミック,古い鉄板,2000,鋼鉄,300,未知の欠片,300,透明な板(火),0,宮廷用調理器具,50,THUNDER-P [2],0,オリデオコン,0,ディミックカード,1
1672,アースディミック,古い鉄板,2000,鋼鉄,300,未知の欠片,300,透明な板(地),50,宮廷用調理器具,0,ハイパーモードチェンジャー,10,オリデオコン,0,ディミックカード,1
1673,フレイムディミック,古い鉄板,2000,鋼鉄,300,未知の欠片,300,オイルボトル,30,透明な板(水),0,ハイパーモードチェンジャー,10,オリデオコン,0,ディミックカード,1
1674,ゲート制御装置,石,2000,岩の心臓,1000,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0
1675,フレイムヴェナート,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,リンゴ,0,ヴェナートカード,1
1676,ヴェナート,錆びたネジ,2000,紋章の欠片1,0,未知の欠片,300,オイルボトル,0,高級調理器具,100,エルニウム,10,ドリフター [1],5,ヴェナートカード,1
1677,ウィンドヴェナート,錆びたネジ,2000,紋章の欠片2,0,鋼鉄,300,未知の欠片,300,高級調理器具,0,ロングバレル [1],5,エルニウム,10,ヴェナートカード,1
1678,アースヴェナート,錆びたネジ,2000,紋章の欠片3,0,鋼鉄,300,未知の欠片,300,高級調理器具,100,ハイパーモードチェンジャー,10,エルニウム,10,ヴェナートカード,1
1679,アイスヴェナート,錆びたネジ,2000,紋章の欠片4,0,鋼鉄,300,未知の欠片,300,オイルボトル,0,ハイパーモードチェンジャー,10,エルニウム,10,ヴェナートカード,1
1680,ヒルウィンド,ハーピーの羽,4000,ハーピーの爪,3000,化け物のエサ,1000,青ハーブ,10,リンゴ,0,リンゴ,0,リンゴ,0,ヒルウィンドカード,1
1681,ジェミニ-S58,ドクロ,3000,勇者の意思,0,真紅の渇き,0,亡者の冷気,0,ブッチャー [1],5,賢者の石,300,料理本レベル8,6,ジェミニ-S58カード,1
