モンスタID,モンスタ名,使用スキル名,スキルレベル
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),npc_poisonattack,?
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),npc_stunattack,?
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),tf_poison,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),bs_adrenaline,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),bs_hammerfall,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),bs_maximize,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),mc_mammonite,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_armorbrake,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_helmbrake,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_powerup,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_shieldbrake,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_splashattack,?
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),npc_waterattack,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),al_decagi,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),al_heal,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),al_incagi,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),al_pneuma,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),hp_assumptio,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),mg_safetywall,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),npc_holyattack,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),npc_stunattack,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),pr_lexaeterna,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),pr_lexdivina,?
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),wz_meteor,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),ac_chargearrow,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),ac_double,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),ac_shower,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),ht_anklesnare,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),ht_blastmine,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),ht_landmine,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),npc_agiup,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),npc_criticalslash,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),npc_powerup,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),npc_stunattack,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),npc_windattack,?
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),sn_sharpshooting,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),hw_ganbantein,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),hw_napalmvulcan,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),mg_sight,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),npc_selfdestruction,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),wz_firepillar,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),wz_heavendrive,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),wz_meteor,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),wz_stormgust,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),wz_vermilion,?
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),wz_waterball,?
1829,ソードガーディアン,al_teleport,1
1829,ソードガーディアン,cr_reflectshield,10
1829,ソードガーディアン,cr_shieldcharge,5
1829,ソードガーディアン,kn_spearboomerang,5
1829,ソードガーディアン,kn_twohandquicken,20
1829,ソードガーディアン,npc_comboattack,5
1829,ソードガーディアン,npc_stunattack,5
1829,ソードガーディアン,npc_widebleeding,4
1830,ボウガーディアン,ac_chargearrow,1
1830,ボウガーディアン,ac_double,10
1830,ボウガーディアン,ac_shower,5
1830,ボウガーディアン,al_teleport,1
1830,ボウガーディアン,npc_bleeding,5
1830,ボウガーディアン,npc_comboattack,5
1830,ボウガーディアン,npc_stunattack,5
1830,ボウガーディアン,npc_widebleeding,4
1831,サラマンダー,al_teleport,1
1831,サラマンダー,as_sonicblow,10
1831,サラマンダー,kn_twohandquicken,20
1831,サラマンダー,mg_fireball,5
1831,サラマンダー,npc_bleeding,3
1831,サラマンダー,npc_criticalslash,1
1831,サラマンダー,npc_defender,?
1831,サラマンダー,npc_fireattack,5
1831,サラマンダー,npc_widebleeding,2
1831,サラマンダー,sm_magnum,7
1832,イフリート,al_heal,11
1832,イフリート,al_heal,1
1832,イフリート,al_pneuma,1
1832,イフリート,al_teleport,1
1832,イフリート,as_sonicblow,1
1832,イフリート,kn_twohandquicken,9
1832,イフリート,npc_callslave,1
1832,イフリート,npc_dragonfear,5
1832,イフリート,npc_earthquake,5
1832,イフリート,npc_firebreath,10
1832,イフリート,npc_powerup,5
1832,イフリート,npc_pulsestrike,5
1832,イフリート,npc_summonslave,2
1832,イフリート,sa_landprotector,3
1832,イフリート,st_fullstrip,5
1832,イフリート,wz_meteor,11
1832,イフリート,wz_meteor,9
1833,カーサ,al_teleport,1
1833,カーサ,cr_reflectshield,1
1833,カーサ,hw_ganbantein,5
1833,カーサ,lk_spiralpierce,1
1833,カーサ,mg_fireball,20
1833,カーサ,npc_defender,?
1833,カーサ,npc_firebreath,10
1833,カーサ,wz_firepillar,5
1833,カーサ,wz_meteor,1
1833,カーサ,wz_sightrasher,20
1834,サラマンダー(取巻き),al_teleport,1
1834,サラマンダー(取巻き),as_sonicblow,10
1834,サラマンダー(取巻き),kn_twohandquicken,20
1834,サラマンダー(取巻き),mg_fireball,5
1834,サラマンダー(取巻き),npc_bleeding,3
1834,サラマンダー(取巻き),npc_criticalslash,1
1834,サラマンダー(取巻き),npc_defender,?
1834,サラマンダー(取巻き),npc_fireattack,5
1834,サラマンダー(取巻き),npc_widebleeding,2
1834,サラマンダー(取巻き),sm_magnum,7
1835,カーサ(取巻き),al_teleport,1
1835,カーサ(取巻き),cr_reflectshield,1
1835,カーサ(取巻き),lk_spiralpierce,1
1835,カーサ(取巻き),mg_fireball,10
1835,カーサ(取巻き),npc_defender,?
1835,カーサ(取巻き),npc_firebreath,10
1835,カーサ(取巻き),wz_firepillar,5
1835,カーサ(取巻き),wz_meteor,1
1835,カーサ(取巻き),wz_sightrasher,10
1836,マグマリン,mg_fireball,2
1836,マグマリン,mg_firebolt,2
1836,マグマリン,npc_fireattack,2
1836,マグマリン,sm_bash,4
1836,マグマリン,sm_magnum,5
1837,インプ,kn_brandishspear,8
1837,インプ,mg_fireball,10
1837,インプ,mg_firebolt,10
1837,インプ,mg_firewall,10
1837,インプ,mg_sight,1
1837,インプ,npc_armorbrake,?
1837,インプ,npc_fireattack,5
1837,インプ,npc_pulsestrike,3
1837,インプ,wz_sightrasher,20
1838,ノッカー,ht_landmine,2
1838,ノッカー,npc_groundattack,2
1838,ノッカー,tf_sprinklesand,1
1838,ノッカー,tf_throwstone,1
1839,ビョルグ,al_teleport,1
1839,ビョルグ,as_grimtooth,5
1839,ビョルグ,as_sonicblow,5
1839,ビョルグ,asc_breaker,3
1839,ビョルグ,asc_meteorassault,2
1839,ビョルグ,npc_callslave,1
1839,ビョルグ,npc_criticalslash,1
1839,ビョルグ,npc_stunattack,5
1839,ビョルグ,npc_summonslave,2
1839,ビョルグ,sm_bash,5
1850,堕ちたオークヒーロー,al_decagi,?
1850,堕ちたオークヒーロー,al_heal,?
1850,堕ちたオークヒーロー,al_teleport,?
1850,堕ちたオークヒーロー,cr_autoguard,?
1850,堕ちたオークヒーロー,kn_twohandquicken,?
1850,堕ちたオークヒーロー,lk_spiralpierce,?
1850,堕ちたオークヒーロー,mg_thunderstorm,?
1850,堕ちたオークヒーロー,npc_armorbrake,?
1850,堕ちたオークヒーロー,npc_callslave,?
1850,堕ちたオークヒーロー,npc_earthquake,?
1850,堕ちたオークヒーロー,npc_groundattack,?
1850,堕ちたオークヒーロー,npc_guidedattack,?
1850,堕ちたオークヒーロー,npc_powerup,?
1850,堕ちたオークヒーロー,npc_summonslave,?
1851,チンピラ(試験官),kn_spearboomerang,?
1851,チンピラ(試験官),kn_spearstab,?
1851,チンピラ(試験官),npc_emotion,?
1851,チンピラ(試験官),tf_sprinklesand,?
1864,ゾンビスローター,as_sonicblow,5
1864,ゾンビスローター,npc_blindattack,5
1864,ゾンビスローター,npc_comboattack,1
1864,ゾンビスローター,npc_poison,5
1865,ラギッドゾンビ,ac_double,5
1865,ラギッドゾンビ,ac_shower,3
1865,ラギッドゾンビ,npc_blindattack,5
1865,ラギッドゾンビ,npc_magicalattack,1
1866,ヘルプードル,al_heal,1
1866,ヘルプードル,as_sonicblow,3
1866,ヘルプードル,npc_run,1
1867,バンシー,npc_criticalwound,2
1867,バンシー,npc_curseattack,1
1867,バンシー,npc_darknessattack,3
1867,バンシー,npc_darkstrike,9
1867,バンシー,npc_emotion,1
1867,バンシー,npc_evilland,1
1867,バンシー,npc_vampire_gift,1
1867,バンシー,npc_widecurse,1
1868,バンシー(取巻き),npc_criticalwound,2
1868,バンシー(取巻き),npc_curseattack,1
1868,バンシー(取巻き),npc_darknessattack,3
1868,バンシー(取巻き),npc_darkstrike,9
1868,バンシー(取巻き),npc_emotion,1
1868,バンシー(取巻き),npc_vampire_gift,1
1868,バンシー(取巻き),npc_widecurse,1
1869,フレームスカル,mg_fireball,5
1869,フレームスカル,mo_bodyrelocation,1
1869,フレームスカル,npc_blooddrain,1
1869,フレームスカル,npc_emotion,1
1870,ネクロマンサー,al_teleport,1
1870,ネクロマンサー,cr_reflectshield,10
1870,ネクロマンサー,mg_fireball,5
1870,ネクロマンサー,mg_thunderstorm,5
1870,ネクロマンサー,npc_callslave,1
1870,ネクロマンサー,npc_changeundead,1
1870,ネクロマンサー,npc_criticalwound,2
1870,ネクロマンサー,npc_darknessattack,3
1870,ネクロマンサー,npc_darknessbreath,1
1870,ネクロマンサー,npc_darkstrike,5
1870,ネクロマンサー,npc_dragonfear,2
1870,ネクロマンサー,npc_slowcast,1
1870,ネクロマンサー,npc_stoneskin,3
1870,ネクロマンサー,npc_summonslave,2
1870,ネクロマンサー,npc_widecurse,1
1870,ネクロマンサー,wz_meteor,3
1870,ネクロマンサー,wz_quagmire,5
1871,堕ちた大神官ヒバム,al_pneuma,1
1871,堕ちた大神官ヒバム,al_teleport,1
1871,堕ちた大神官ヒバム,cr_grandcross,10
1871,堕ちた大神官ヒバム,cr_holycross,10
1871,堕ちた大神官ヒバム,mg_safetywall,10
1871,堕ちた大神官ヒバム,npc_callslave,1
1871,堕ちた大神官ヒバム,npc_criticalslash,1
1871,堕ちた大神官ヒバム,npc_criticalwound,2
1871,堕ちた大神官ヒバム,npc_darkcross,10
1871,堕ちた大神官ヒバム,npc_darknessattack,10
1871,堕ちた大神官ヒバム,npc_darknessbreath,3
1871,堕ちた大神官ヒバム,npc_darkstrike,10
1871,堕ちた大神官ヒバム,npc_evilland,10
1871,堕ちた大神官ヒバム,npc_evilland,7
1871,堕ちた大神官ヒバム,npc_granddarkness,10
1871,堕ちた大神官ヒバム,npc_helljudgement,4
1871,堕ちた大神官ヒバム,npc_magicmirror,1
1871,堕ちた大神官ヒバム,npc_slowcast,5
1871,堕ちた大神官ヒバム,npc_summonslave,4
1871,堕ちた大神官ヒバム,npc_vampire_gift,2
1871,堕ちた大神官ヒバム,npc_widecurse,5
1871,堕ちた大神官ヒバム,npc_widesilence,5
1871,堕ちた大神官ヒバム,pr_lexaeterna,1
1872,ヘルフライ(取巻き),npc_blooddrain,1
1872,ヘルフライ(取巻き),npc_comboattack,1
1872,ヘルフライ(取巻き),npc_criticalwound,5
1872,ヘルフライ(取巻き),npc_mentalbreaker,1
1872,ヘルフライ(取巻き),npc_windattack,4
1873,ヴェルゼブブ(変身前),al_heal,9
1873,ヴェルゼブブ(変身前),al_teleport,1
1873,ヴェルゼブブ(変身前),lk_spiralpierce,5
1873,ヴェルゼブブ(変身前),npc_agiup,5
1873,ヴェルゼブブ(変身前),npc_callslave,1
1873,ヴェルゼブブ(変身前),npc_criticalwound,3
1873,ヴェルゼブブ(変身前),npc_expulsion,1
1873,ヴェルゼブブ(変身前),npc_helljudgement,5
1873,ヴェルゼブブ(変身前),npc_metamorphosis,1
1873,ヴェルゼブブ(変身前),npc_pulsestrike,5
1873,ヴェルゼブブ(変身前),npc_shieldbrake,10
1873,ヴェルゼブブ(変身前),npc_summonslave,10
1873,ヴェルゼブブ(変身前),npc_vampire_gift,10
1873,ヴェルゼブブ(変身前),npc_widesilence,5
1873,ヴェルゼブブ(変身前),npc_widesleep,5
1874,ヴェルゼブブ(変身後),al_heal,9
1874,ヴェルゼブブ(変身後),al_teleport,1
1874,ヴェルゼブブ(変身後),lk_spiralpierce,1
1874,ヴェルゼブブ(変身後),npc_acidbreath,1
1874,ヴェルゼブブ(変身後),npc_callslave,1
1874,ヴェルゼブブ(変身後),npc_criticalwound,3
1874,ヴェルゼブブ(変身後),npc_evilland,10
1874,ヴェルゼブブ(変身後),npc_expulsion,1
1874,ヴェルゼブブ(変身後),npc_helljudgement,2
1874,ヴェルゼブブ(変身後),npc_magicmirror,1
1874,ヴェルゼブブ(変身後),npc_pulsestrike,5
1874,ヴェルゼブブ(変身後),npc_run,1
1874,ヴェルゼブブ(変身後),npc_shieldbrake,10
1874,ヴェルゼブブ(変身後),npc_slowcast,5
1874,ヴェルゼブブ(変身後),npc_stoneskin,4
1874,ヴェルゼブブ(変身後),npc_summonslave,10
1874,ヴェルゼブブ(変身後),npc_vampire_gift,1
1874,ヴェルゼブブ(変身後),npc_widesouldrain,7
1874,ヴェルゼブブ(変身後),npc_widestone,5
1874,ヴェルゼブブ(変身後),sa_landprotector,5
1875,王の死骸,npc_blooddrain,1
1880,ウッドゴブリン,al_heal,9
1880,ウッドゴブリン,npc_groundattack,1
1880,ウッドゴブリン,npc_splashattack,1
1880,ウッドゴブリン,npc_stunattack,3
1881,レス,mo_bodyrelocation,1
1881,レス,npc_bleeding,3
1881,レス,npc_comboattack,2
1881,レス,npc_poison,2
1882,ババヤガ,al_teleport,1
1882,ババヤガ,npc_comboattack,1
1882,ババヤガ,wz_waterball,2
1882,ババヤガ,wz_waterball,1
1883,ウジャス,npc_curseattack,2
1883,ウジャス,npc_emotion,1
1883,ウジャス,npc_magicalattack,1
1883,ウジャス,npc_poison,2
1883,ウジャス,wz_waterball,3
1884,マブカ,al_heal,5
1884,マブカ,npc_emotion,1
1884,マブカ,npc_groundattack,2
1884,マブカ,npc_silenceattack,2
1884,マブカ,wz_earthspike,2
1885,ゴピニク,al_teleport,1
1885,ゴピニク,kn_twohandquicken,20
1885,ゴピニク,mg_fireball,20
1885,ゴピニク,mg_fireball,9
1885,ゴピニク,npc_agiup,5
1885,ゴピニク,npc_callslave,1
1885,ゴピニク,npc_mentalbreaker,5
1885,ゴピニク,npc_powerup,5
1885,ゴピニク,npc_silenceattack,5
1885,ゴピニク,npc_summonslave,5
1885,ゴピニク,sm_magnum,20
1885,ゴピニク,wz_heavendrive,5
1885,ゴピニク,wz_meteor,11
1885,ゴピニク,wz_quagmire,5
1886,マブカ(取巻き),al_heal,9
1886,マブカ(取巻き),npc_emotion,1
1886,マブカ(取巻き),npc_groundattack,4
1886,マブカ(取巻き),npc_silenceattack,4
1886,マブカ(取巻き),wz_earthspike,4
1891,ランドグリスゴースト(取巻き),al_heal,?
1891,ランドグリスゴースト(取巻き),al_teleport,?
1891,ランドグリスゴースト(取巻き),as_sonicblow,?
1891,ランドグリスゴースト(取巻き),kn_brandishspear,?
1891,ランドグリスゴースト(取巻き),npc_armorbrake,?
1891,ランドグリスゴースト(取巻き),npc_holyattack,?
1891,ランドグリスゴースト(取巻き),wz_jupitel,?
1916,魔王モロク,al_heal,11
1916,魔王モロク,al_pneuma,1
1916,魔王モロク,al_teleport,1
1916,魔王モロク,mg_firebolt,10
1916,魔王モロク,mg_frostdiver,10
1916,魔王モロク,mg_stonecurse,10
1916,魔王モロク,npc_callslave,1
1916,魔王モロク,npc_dragonfear,10
1916,魔王モロク,npc_earthquake,10
1916,魔王モロク,npc_evilland,10
1916,魔王モロク,npc_helljudgement,5
1916,魔王モロク,npc_hellpower,1
1916,魔王モロク,npc_pulsestrike,5
1916,魔王モロク,npc_shieldbrake,10
1916,魔王モロク,npc_summonslave,4
1916,魔王モロク,npc_talk,10
