モンスタID,モンスタ名,ひらがな名,Level,Hp,Str,Agi,Vit,Int,Dex,Luk,Atk1,Atk2,Def,Mdef,BaseExp,JobExp,Size,属性,種族,BOSS属性,MvpExp,アクティブ属性,リンク属性,詠唱反応,ルート属性,ニューマ有効,固定,召還モンスタ
1704,タナトスの憎悪,たなとすのぞうお,114,72388,106,78,71,54,129,31,1284,144,120,30,12772,19158,2,88,1,1,0,1,0,1,0,1,0,
1705,タナトスの絶望,たなとすのぜつぼう,115,86666,111,96,66,65,91,52,1213,171,95,69,13667,20500,2,88,1,1,0,1,0,1,0,0,0,1793(5)
1706,タナトスの悲しみ,たなとすのかなしみ,113,62000,97,111,70,133,82,67,1265,245,96,90,10883,16324,1,88,1,1,0,1,0,1,0,0,0,
1707,タナトスの苦悩,たなとすのくのう,112,59922,91,72,59,96,78,79,1279,201,71,80,10606,15909,0,88,1,1,0,1,0,1,0,0,0,
1708,魔剣士タナトスの思念体,まけんしたなとすのしねんたい,131,2145660,100,129,30,86,206,32,3812,1671,364,35,257295,117528,2,88,6,1,1833000,1,0,1,0,0,0,1710(2)/1711(2)/1712(1)/1709(1)
1709,タナトスの憎悪(取巻き),たなとすのぞうお(とりまき),114,72388,106,78,71,54,129,31,1284,144,120,30,0,0,2,88,1,1,0,1,0,1,0,1,0,
1710,タナトスの絶望(取巻き),たなとすのぜつぼう(とりまき),115,86666,111,96,66,65,91,52,1213,171,95,69,0,0,2,88,1,1,0,1,0,1,0,0,0,
1711,タナトスの悲しみ(取巻き),たなとすのかなしみ(とりまき),113,62000,97,111,70,133,82,67,1265,245,96,90,0,0,1,88,1,1,0,1,0,1,0,0,0,
1712,タナトスの苦悩(取巻き),たなとすのくのう(とりまき),112,59922,91,72,59,96,78,79,1279,201,71,80,0,0,0,88,1,1,0,1,0,1,0,0,0,
1713,ゴールドオシドス,ごーるどおしどす,128,79276,100,55,20,41,45,25,1580,243,216,24,44583,28559,2,46,9,0,0,1,0,1,0,0,0,
1714,レッドペロス,れっどぺろす,123,64497,70,73,20,46,55,25,1357,240,160,20,33580,23990,2,43,9,0,0,1,0,1,0,0,0,
1715,レッドノーバス,れっどのーばす,87,12830,74,56,57,25,90,45,455,57,95,48,5834,4216,0,20,9,0,0,1,0,0,0,0,0,
1716,ブルーオシドス,ぶるーおしどす,118,50189,60,55,15,33,45,20,1279,106,170,30,25357,19278,2,44,9,0,0,1,0,1,0,0,0,
1717,グリーンペロス,ぐりーんぺろす,113,40673,40,13,15,33,88,20,1105,104,150,30,18691,15346,2,42,9,0,0,1,0,1,0,0,0,
1718,イエローノーバス,いえろーのーばす,88,12930,53,43,43,55,90,58,482,48,88,28,5958,4348,0,20,9,0,0,1,0,0,0,0,0,
1719,データルザウルス,でーたるざうるす,135,3360000,165,153,171,136,185,72,4072,2662,364,166,383190,174472,2,67,9,1,145925,1,0,1,0,0,0,1756(1)
1720,ハイドラランサー,はいどららんさー,128,99095,120,22,50,60,60,10,3666,896,96,30,146640,76970,2,47,9,1,0,1,0,1,0,0,0,1759(1)/1757(1)/1760(1)/1758(1)
1721,ドラゴンの卵,どらごんのたまご,66,18966,1,1,1,1,1,1,219,17,148,0,9735,4867,1,40,9,0,0,0,0,0,0,0,1,
1733,キエル,きえる,90,627600,100,112,76,89,156,102,1331,1629,45,32,54750,35107,1,47,0,1,0,1,0,1,0,0,0,
1734,キエル-D-01,きえる-でぃ-ぜろわん,125,2002000,166,187,155,141,199,180,3767,3580,314,232,237075,110784,1,47,0,1,1178100,1,0,1,0,0,0,1739(3)/1740(3)
1735,エリセル,えりせる,75,32160,121,53,59,63,73,60,579,98,109,30,5298,1886,1,60,6,0,0,1,0,0,0,0,0,3613(1)/3615(1)/3616(1)/3617(1)/3618(1)/3619(1)
1736,エリオット,えりおっと,75,41391,111,56,55,42,62,75,543,89,106,15,6214,2186,1,60,6,0,0,1,0,0,0,0,0,
1737,エリザ,えりざ,69,16286,115,50,51,62,70,54,479,97,98,5,1082,3304,1,60,7,0,0,0,0,1,0,0,0,1603(8)
1738,コンスタント,こんすたんと,55,8571,126,98,62,57,91,34,271,144,92,82,590,1798,0,67,0,0,0,1,0,0,0,0,0,
1739,エリセル(取巻き),えりせる(とりまき),75,32160,121,53,59,63,73,60,579,98,109,30,0,0,1,60,6,0,0,1,0,0,0,0,0,
1740,エリオット(取巻き),えりおっと(とりまき),75,37106,111,56,55,42,62,75,543,89,106,15,0,0,1,60,6,0,0,1,0,0,0,0,0,
1741,クリスマスクッキー(取巻き),くりすますくっきー(とりまき),47,93600,11,16,15,5,12,2,222,34,21,9,0,0,0,46,7,0,0,1,0,0,0,0,0,
1742,ジェスター(取巻き),じぇすたー(とりまき),109,34457,82,64,60,40,67,50,804,76,111,67,0,0,1,44,6,0,0,1,0,0,0,0,0,
1743,ミストケース(取巻き),みすとけーす(とりまき),93,11632,26,57,25,35,31,40,776,85,50,11,0,0,1,60,0,0,0,1,0,0,0,0,0,
1744,ワイルドローズ(取巻き),わいるどろーず(とりまき),38,3554,44,87,31,35,63,80,111,45,75,15,0,0,0,24,2,0,0,1,0,0,0,0,0,
1745,コンスタント(取巻き),こんすたんと(とりまき),55,8571,126,98,62,57,91,34,271,144,92,82,0,0,0,67,0,0,0,1,0,0,0,0,0,
1746,エリザ(取巻き),えりざ(とりまき),69,16286,115,50,51,62,70,54,479,97,98,5,0,0,1,60,7,0,0,1,0,0,0,0,0,
1749,メデューサ(取巻き),めでゅーさ(とりまき),95,24064,99,68,65,79,69,15,805,113,87,66,0,0,1,40,6,0,0,1,0,0,0,0,0,
1751,ランドグリス,らんどぐりす,141,5567200,196,131,125,276,267,156,4315,6412,588,506,612999,279884,2,86,8,1,1427450,1,0,1,0,0,0,1765(3)
1752,スコグル,すこぐる,105,75037,100,71,72,85,82,37,769,156,70,15,38416,26720,1,67,6,0,0,1,0,1,0,0,0,1762(1)
1753,プルス,ぷるす,91,71504,105,77,65,51,79,27,737,169,80,35,22304,17104,1,67,6,0,0,1,0,1,0,0,0,1761(1)
1754,スケゴルトブラウン,すけごるとぶらっく,101,354240,71,69,35,118,78,75,549,325,0,92,75000,45000,0,46,8,1,0,1,0,1,0,0,0,
1755,スケゴルトブラック,すけごるとぶらうん,103,378240,71,66,37,116,82,71,561,218,0,86,45000,75000,0,46,8,1,0,1,0,1,0,0,0,
1756,ハイドラランサー(取巻き),はいどららんさー(とりまき),128,99095,120,22,50,60,60,10,3666,896,96,30,0,0,2,47,9,1,0,1,0,0,0,0,0,1759(1)/1757(1)/1760(1)/1758(1)
1757,ゴールドオシドス(取巻き),ごーるどおしどす(とりまき),128,79276,100,55,20,41,45,25,1580,243,216,24,0,0,2,46,9,0,0,1,0,0,0,0,0,
1758,レッドペロス(取巻き),れっどぺろす(とりまき),123,64497,70,73,20,46,55,25,1357,240,160,20,0,0,2,43,9,0,0,1,0,0,0,0,0,
1759,ブルーオシドス(取巻き),ぶるーおしどす(とりまき),118,50189,60,55,15,33,45,20,1279,106,170,30,0,0,2,44,9,0,0,1,0,0,0,0,0,
1760,グリーンペロス(取巻き),ぐりーんぺろす(とりまき),113,40673,40,13,15,33,88,20,1105,104,150,30,0,0,2,42,9,0,0,1,0,0,0,0,0,
1761,スコグル(取巻き),すこぐる(とりまき),105,49323,100,71,72,85,82,37,769,156,70,15,0,0,1,67,6,0,0,1,0,0,0,0,0,
1762,プルス(取巻き),ぷるす(とりまき),91,71504,105,77,65,51,79,27,737,169,80,35,0,0,1,67,6,0,0,1,0,0,0,0,0,1558(6)
1763,スケゴルトブラウン(取巻き),すけごるとぶらっく(とりまき),101,120240,71,69,35,118,78,75,995,325,0,92,0,0,0,46,8,1,0,1,0,0,0,0,0,
1764,スケゴルトブラック(取巻き),すけごるとぶらうん(とりまき),103,123600,71,66,37,116,82,71,1318,218,0,86,0,0,0,46,8,1,0,1,0,0,0,0,0,
1765,ランドグリスゴースト,らんどぐりすごーすと,99,1567200,196,131,125,276,267,156,4315,3206,588,506,170373,82600,2,86,8,1,0,1,0,1,0,0,0,
1768,グルームアンダーナイト,ぐるーむあんだーないと,139,4005000,191,223,187,155,241,163,4114,2785,479,262,451167,204704,2,68,0,1,481087,1,0,1,0,0,0,1786(?)/1787(?)
1769,アガヴ,あがヴ,118,34620,85,66,55,23,86,61,1337,181,27,22,15042,23758,1,80,7,0,0,1,0,1,0,0,0,
1770,エキオ,えきお,114,29914,111,63,51,17,94,45,1106,159,16,11,13878,22537,1,80,7,0,0,1,0,1,0,0,0,1872(2)
1771,ヴァンベルク,ヴぁんべるく,83,19988,109,70,55,60,87,54,432,141,100,6,4105,1832,1,80,7,0,0,1,0,0,0,0,0,
1772,アイシラ,あいしら,82,18297,90,65,43,82,91,75,423,168,69,19,3989,1748,1,80,7,0,0,1,0,0,0,0,0,
1773,ホドレムリン,ほどれむりん,92,12180,96,70,77,60,59,40,586,154,75,25,4831,4026,1,67,6,0,0,1,0,0,0,0,0,
1774,シーカー,しーかー,65,10090,91,90,35,75,126,31,224,120,64,30,4226,4030,0,64,0,0,0,1,0,1,0,1,0,
1775,スノウアー,すのうあー,60,16483,91,61,67,45,61,55,439,82,121,47,2842,1936,2,41,0,0,0,1,0,0,0,0,0,
1776,シロマ,しろま,43,11658,83,43,50,70,40,60,167,100,64,38,902,440,0,61,0,0,0,0,0,0,1,0,0,
1777,アイスタイタン,あいすたいたん,100,68200,133,54,78,33,38,26,1229,98,682,11,12583,15,2,61,0,0,0,1,0,0,0,0,0,
1778,ゲイズティ,げいずてぃ,85,11543,95,37,42,38,97,38,688,68,71,21,2286,22,1,21,6,0,0,1,0,1,0,1,0,
1779,クトルラナックス,くとるらなっくす,138,3417000,85,126,30,125,177,112,4613,2680,129,78,391911,178732,2,81,2,1,1360025,1,0,1,0,0,0,1788(?)
1780,マスキプラー,ますきぷらー,80,14713,100,15,58,37,88,47,965,76,114,43,11770,11770,1,22,3,0,0,1,0,0,0,1,0,1710(2)/1711(2)/1712(1)/1709(1)
1781,ドロセラ,どろせら,70,10071,79,13,64,38,77,14,636,67,65,52,1390,695,1,22,3,0,0,1,0,0,0,1,0,
1782,ロウィーン,ろうぃーん,41,2716,30,42,55,45,33,25,114,35,73,33,208,282,1,24,2,0,0,0,1,0,1,0,0,
1783,ガリオン,がりおん,74,99940,106,49,62,45,60,36,340,77,100,62,61652,52498,1,44,2,1,0,0,1,0,1,0,0,1794(3)
1784,スタポ,すたぽ,23,571,7,46,25,35,53,30,35,51,129,36,58,26,0,42,0,0,0,0,0,0,1,0,0,
1785,アトロス,あとろす,113,1008420,121,165,135,99,152,113,3470,1503,316,176,130752,61384,2,67,2,1,147775,1,0,1,0,0,0,1791(?)
1786,アガヴ(取巻き),あがヴ(とりまき),118,34620,85,66,55,23,86,61,1337,181,27,22,0,0,1,80,7,0,0,1,0,1,0,0,0,
1787,エキオ(取巻き),えきお(とりまき),114,29914,111,63,51,17,94,45,1106,159,16,11,0,0,1,80,7,0,0,1,0,1,0,0,0,1872(2)
1788,アイスタイタン(取巻き),あいすたいたん(とりまき),100,68200,133,54,78,33,38,26,1229,98,682,11,0,0,2,61,0,0,0,1,0,1,0,0,0,
1789,アイシクル,あいしくる,65,2051,99,1,1,1,95,1,423,1,2,15,824,538,0,41,0,0,0,1,0,0,0,0,1,
1790,ラフレシア(取巻き),らふれしあ(とりまき),78,70780,17,41,44,29,45,31,315,41,46,2,0,0,0,22,3,0,0,1,0,0,0,0,0,
1791,ガリオン(取巻き),がりおん(とりまき),74,99940,106,49,62,45,60,36,340,77,100,62,0,0,1,44,2,1,0,0,1,0,1,0,0,
1793,メガリス(取巻き),めがりす(とりまき),82,14543,57,14,35,10,90,3,594,30,66,18,0,0,2,80,0,0,0,1,0,1,0,1,0,
1794,ロウィーン(取巻き),ろうぃーん(とりまき),41,2716,30,42,55,45,33,25,114,35,73,33,0,0,1,24,2,0,0,1,0,1,0,0,0,
1796,アウノエ,あうのえ,140,178376,118,63,62,77,70,35,2397,81,107,42,14711,128258,1,80,7,0,0,1,0,1,0,0,0,
1797,ファナト,ふぁなと,140,178376,102,66,70,47,79,57,2397,106,81,64,14711,128258,1,80,7,0,0,1,0,0,0,0,0,
1800,アサシンクロス,あさしんくろす,99,1693476,90,181,62,37,122,60,4607,4100,37,39,6125100,2388570,1,85,7,1,0,1,0,1,0,0,0,
1801,ホワイトスミス,ほわいとすみす,99,1752000,100,73,112,35,136,60,8604,429,66,36,6003510,2131500,1,82,7,1,0,1,0,1,0,0,0,
1805,セイレン=ウィンザー(転生二次職)(オーラ)(取巻き),せいれん=うぃんざー(とりまき),150,1264257,303,165,181,110,178,66,3899,2342,567,155,0,0,1,83,7,1,0,1,0,1,0,0,0,
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),えれめす=がいる(てんせいにじしょく)(おーら)(とりまき),150,1127897,211,181,114,83,225,60,4117,1378,445,98,0,0,1,85,7,1,0,1,0,1,0,0,0,
1807,ハワード=アルトアイゼン(転生二次職)(オーラ)(取巻き),はわーど=あるとあいぜん(とりまき),150,1226667,275,148,156,72,177,60,4727,1465,301,106,0,0,1,82,7,1,0,1,0,1,0,0,0,
1808,マーガレッタ=ソリン(転生二次職)(オーラ)(取巻き),まーがれった=そりん(とりまき),150,1099577,172,150,164,203,155,88,2902,3396,231,299,0,0,1,86,7,1,0,1,0,1,0,0,0,
1809,セシル=ディモン(転生二次職)(オーラ)(取巻き),せしる=でぃもん(とりまき),150,1125667,176,258,155,132,309,95,4073,1550,178,135,0,0,1,84,7,1,0,1,0,1,0,1,0,3608(1)/3609(1)/3610(1)/3611(1)/3612(1)
1810,カトリーヌ=ケイロン(転生二次職)(オーラ)(取巻き),かとりーぬ=けいろん(てんせいにじしょく)(おーら)(とりまき),150,1106587,165,90,142,236,199,93,2683,5254,215,406,0,0,1,68,7,1,0,1,0,1,0,0,0,1129(2)
1829,ソードガーディアン,そーどがーでぃあん,148,152533,122,67,54,65,123,65,2673,129,122,62,102026,61674,2,80,7,1,0,1,0,1,0,0,0,
1830,ボウガーディアン,ぼうがーでぃあん,146,120404,109,60,65,52,152,55,1338,120,127,82,116323,43238,2,80,7,1,0,0,0,0,0,1,0,
1831,サラマンダー,さらまんだー,134,180390,189,184,72,85,132,72,4739,400,141,28,137811,65131,2,63,0,1,0,1,0,1,0,0,0,
1832,イフリート,いふりーと,146,6240000,180,201,156,190,199,77,5375,3389,436,218,687870,310724,2,83,0,1,1577160,1,0,1,0,0,0,1835(1)/1834(1)
1833,カーサ,かーさ,115,70128,91,99,65,78,88,55,692,105,104,70,54291,26050,2,63,0,1,0,1,0,1,0,0,0,
1834,サラマンダー(取巻き),さらまんだー(とりまき),134,180390,189,184,72,85,132,72,4739,400,141,28,0,0,2,63,0,1,0,1,0,1,0,0,0,1013(5)
1835,カーサ(取巻き),かーさ(とりまき),75,70128,111,74,65,78,108,55,692,105,104,70,0,0,2,63,0,1,0,1,0,1,0,0,0,
1836,マグマリン,まぐまりん,40,4300,97,33,35,47,61,20,215,44,100,45,806,695,0,43,0,0,0,0,0,0,1,0,0,
1837,インプ,いんぷ,91,44572,71,31,63,50,45,60,645,110,112,75,23523,22075,0,63,6,0,0,0,0,0,0,0,0,
1838,ノッカー,のっかー,71,9647,83,62,58,56,99,70,333,103,126,62,881,5158,0,22,6,0,0,0,0,1,0,0,0,
1839,ビョルグ,びょるぐ,149,102544,114,66,70,65,81,70,1984,141,120,13,125212,94478,1,20,7,1,0,1,0,1,0,0,0,1830(1)/1829(1)
1850,堕ちたオークヒーロー,おちたおーくひーろー,77,1054260,1,60,35,80,160,30,1095,1500,40,45,0,0,2,62,6,1,0,1,0,1,0,0,0,1320(2)
1851,チンピラ(試験官),しけんかん,30,2400,76,46,20,35,76,55,1,218,66,37,1,1,1,20,7,0,0,1,0,1,0,0,0,
1864,ゾンビスローター,ぞんびすろーたー,107,76857,117,58,82,13,97,21,954,117,100,45,26899,14987,1,69,1,0,0,1,0,1,0,0,0,
1865,ラギッドゾンビ,らぎっどぞんび,105,71429,81,50,64,56,127,23,826,130,85,35,35714,14285,1,69,1,0,0,0,0,0,0,1,0,
1866,ヘルプードル,へるぷーどる,91,45428,114,56,59,82,77,54,475,145,86,20,35892,18870,0,27,6,0,0,1,0,1,0,0,0,
1867,バンシー,ばんしー,96,48152,97,71,55,123,98,72,565,403,73,96,38398,22804,1,47,6,0,0,1,0,1,0,0,0,
1868,バンシー(取巻き),ばんしー(とりまき),96,48152,97,71,55,123,98,72,565,403,73,96,0,0,1,47,6,0,0,0,0,0,0,0,0,3607(1)/3608(1)/3610(1)/3611(1)/3612(1)
1869,フレームスカル,ふれーむすかる,81,24414,91,90,60,70,99,65,470,135,93,40,19636,10141,0,68,6,0,0,1,0,1,0,0,0,
1870,ネクロマンサー,ねくろまんさー,135,398000,108,54,77,116,91,30,2744,1106,84,63,187060,85570,1,89,1,1,0,1,0,1,0,0,0,1864(2)
1871,堕ちた大神官ヒバム,おちただいしんかんひばむ,138,3786000,186,165,95,226,182,86,4860,1636,274,182,428013,194072,1,47,6,1,555555,1,0,1,0,0,0,1868(4)
1872,ヘルフライ(取巻き),へるふらい,146,666666,99,90,52,55,149,80,3349,152,98,55,0,0,0,44,6,1,0,0,0,0,0,0,0,
1873,ヴェルゼブブ(変身前),ヴぇるぜぶぶ(へんしんまえ),147,6666666,178,236,200,250,218,66,4027,2100,288,265,0,0,0,88,6,1,0,1,0,1,0,0,0,1872(2)
1874,ヴェルゼブブ(変身後),ヴぇるぜぶぶ(へんしんご),147,6666666,178,236,200,250,218,66,5929,3950,418,265,666666,666666,2,88,6,1,3333333,1,0,1,0,0,0,1872(2)
1875,トリスタン3世,おうのしがい,80,51600,5,10,10,69,70,1,662,260,25,30,1,1,1,89,1,0,0,1,0,1,0,0,0,1031(3)/1062(2)
1880,ウッドゴブリン,うっどごぶりん,39,5984,73,19,56,15,56,25,220,15,144,12,526,421,1,62,3,0,0,0,0,0,0,0,0,
1881,レス,れす,33,2640,33,20,35,25,52,30,157,30,123,30,245,133,1,82,3,0,0,0,1,0,0,0,0,
1882,ババヤガ,ばばやが,51,6380,69,45,30,60,51,35,220,71,63,60,862,443,1,21,7,0,0,1,0,0,0,0,0,
1883,ウジャス,うじゃす,61,11749,69,14,41,30,55,20,353,35,49,8,1486,902,1,61,7,0,0,1,0,0,0,0,0,
1884,マブカ,まぶか,78,14457,65,31,50,35,61,30,648,60,98,58,2660,2270,1,62,3,0,0,1,0,0,0,1,0,
1885,ゴピニク,ごぴにく,97,1499321,127,102,143,102,152,76,3612,1861,355,121,161205,76692,2,62,2,1,22625,1,0,1,0,0,0,
1886,マブカ(取巻き),まぶか(とりまき),78,14457,65,31,50,35,61,30,648,60,98,58,0,0,1,62,3,0,0,1,0,1,0,0,0,
1891,ランドグリスゴースト(取巻き),らんどぐりすごーすと(とりまき),99,1567200,196,131,125,276,267,156,4315,3206,588,506,0,0,2,86,8,1,0,1,0,1,0,0,0,
1892,ロリルリ(取巻き),ろりるり(とりまき),130,181508,111,14,47,79,79,27,1637,758,83,24,0,0,2,87,6,0,0,1,0,0,0,0,0,
1893,深淵の騎士(取巻き),しんえんのきし(とりまき),143,330977,121,55,68,70,97,37,3479,192,102,50,0,0,2,87,7,0,0,1,0,1,0,0,0,
1899,ソードガーディアン(攻城戦),そーどがーでぃあん(こうじょうせん),148,152533,122,67,54,65,123,65,8019,129,122,62,0,0,2,80,7,1,0,0,0,0,0,0,0,
1905,バリケード,ばりけーど,98,3600000,1,17,1,80,126,20,0,0,0,0,0,0,2,20,0,1,0,0,0,0,0,0,0,
1907,守護石(1),しゅごせき(1),90,720000,1,1,1,1,1,1,1,1,64,50,0,0,0,20,0,1,0,0,0,0,0,0,0,
1908,守護石(2),しゅごせき(2),90,720000,1,1,1,1,1,1,1,1,64,50,0,0,0,20,0,1,0,0,0,0,0,0,0,
1916,魔王モロク,まおうもろく,151,10400000,165,182,180,225,180,89,9583,2640,400,65,1112715,502344,2,87,6,1,0,1,0,1,0,0,0,1052(5)
1917,傷ついた魔王モロク,きずついたまおうもろく,151,9000000,165,185,200,245,180,89,8076,2880,425,65,971448,438436,2,87,6,1,2835000,1,0,1,0,0,0,
1918,モロクの現身(天使型),もろくのうつしみ_せい,109,190000,126,91,63,61,76,37,953,145,199,35,30868,49683,2,27,8,1,0,1,0,1,0,0,0,
1919,モロクの現身(物質型),もろくのうつしみ_やみ,107,190000,121,86,71,65,75,44,830,159,92,5,30046,47590,1,67,6,1,0,1,0,1,0,0,0,
1920,モロクの現身(人間型),もろくのうつしみ_し,104,143000,102,59,55,82,98,54,907,363,111,37,23362,33394,1,69,6,1,0,1,0,1,0,0,0,
1921,モロクの現身(精霊型),もろくのうつしみ_ねん,101,150000,114,88,62,97,109,43,868,599,109,54,23370,33709,1,68,6,1,0,1,0,1,0,0,0,
1922,モロクの現身(天使型)(取巻き),もろくのうつしみ_せい(とりまき),147,1200000,126,91,63,61,76,37,9628,145,199,35,0,0,2,27,8,1,0,0,0,0,0,0,0,
1923,モロクの現身(物質型)(取巻き),もろくのうつしみ_やみ(とりまき),146,1200000,121,86,71,65,75,44,9634,159,92,5,0,0,1,67,6,1,0,0,0,0,0,0,0,
1924,モロクの現身(人間型)(取巻き),もろくのうつしみ_し(とりまき),145,1200000,102,59,55,82,98,54,9656,363,111,37,0,0,1,69,6,1,0,0,0,0,0,0,0,
1925,モロクの現身(精霊型)(取巻き),もろくのうつしみ_ねん(とりまき),144,1200000,114,88,62,97,109,43,9641,599,109,54,0,0,1,68,6,1,0,0,0,0,0,0,0,
1929,魔王バフォメット,まおうばふぉめっと,98,5424000,140,152,5,85,200,95,7175,2300,190,45,6780000,3780000,2,67,6,1,0,1,0,1,0,0,0,
1930,ピアメット,おこったぴあめっと,90,3600000,1,66,5,99,120,15,9196,1200,56,35,0,0,0,20,7,1,0,1,0,1,0,0,0,
1931,ウィッシュメイデン,うぃっしゅめいでん,98,4280640,100,120,30,120,220,210,14656,3300,40,42,0,0,2,28,8,1,0,1,0,1,0,0,0,
1932,ガーデンキーパー,がーでんきーぱー,80,120,1,1,1,1,1,1,1,1,160,99,0,0,0,42,0,1,0,0,0,0,0,0,0,
1933,ガーデンウォッチャー,がーでんうぉっちゃー,81,360000,30,57,56,126,128,114,1090,943,88,55,0,0,1,80,8,1,0,1,0,0,0,0,0,
1934,ブルーフラワー,ぶるーふらわー,98,12000,1,1,1,1,1,1,1,1,160,99,0,0,1,22,3,1,0,0,0,0,0,0,0,
1935,レッドフラワー,れっどふらわー,98,12000,1,1,1,1,1,1,1,1,160,99,0,0,1,22,3,1,0,0,0,0,0,0,0,
1936,イエローフラワー,いえろーふらわー,98,12000,1,1,1,1,1,1,1,1,160,99,0,0,1,22,3,1,0,0,0,0,0,0,1,
1937,コンスタント(MH),こんすたんと(MH),55,8571,126,98,62,57,91,34,271,144,92,82,0,0,0,67,0,0,0,1,0,0,0,0,0,
1947,ピアメット(取巻き),ぴあめっと(とりまき),90,600000,1,1,5,100,1,30,500,2500,35,35,0,0,0,20,7,1,0,1,0,0,0,0,0,
1951,ヴァルキリーの贈り物(1),ヴぁるきりーのおくりもの(き),1,18,1,1,1,1,999,1,0,0,160,99,0,0,0,10,0,1,0,0,0,0,0,0,0,
1952,ヴァルキリーの贈り物(2),ヴぁるきりーのおくりもの(みどり),1,18,1,1,1,1,999,1,0,0,160,99,0,0,0,10,0,1,0,0,0,0,0,0,0,
1953,ヴァルキリーの贈り物(3),ヴぁるきりーのおくりもの(あか),1,18,1,1,1,1,999,1,0,0,160,99,0,0,0,10,0,1,0,0,0,0,0,0,0,
1954,ヴァルキリーの贈り物(4),ヴぁるきりーのおくりもの(あお),1,18,1,1,1,1,999,1,0,0,160,99,0,0,0,10,0,1,0,0,0,0,0,0,0,
1956,ナハトズィーガー,なはとずぃーがー,149,8000000,190,60,80,220,264,30,7430,3200,410,40,868944,392700,2,88,6,1,0,1,0,1,0,0,0,1605(3)
1957,エントヴァイエン,えんとヴぁいえん,140,5400000,90,70,40,160,190,30,13394,3600,171,66,601680,280528,1,87,6,1,0,1,0,0,0,1,0,
1958,狙撃の茨,そげきのいばら,139,5400000,1,35,33,180,125,30,3094,680,71,66,587544,262540,0,87,6,1,0,0,0,0,0,1,1,
1959,治癒の茨,ちゆのいばら,139,350000,1,35,33,180,125,30,2164,680,71,66,81612,36852,0,88,6,1,0,0,0,0,0,1,1,
1960,魔法の茨,まほうのいばら,139,5400000,1,35,33,180,125,30,2164,680,71,66,586614,261300,0,87,6,1,0,0,0,0,0,1,1,1002(3)/1113(2)
1961,浄化の茨,じょうかのいばら,139,5400000,1,35,33,180,125,30,2164,680,71,66,586614,261300,0,87,6,1,0,1,0,0,0,1,0,
1974,バンシーマスター,ばんしーますたー,141,193776,121,58,48,122,60,44,2501,298,87,94,12682,142363,1,47,6,0,0,1,0,1,0,0,0,
1975,ビホルダーマスター,びほるだーますたー,142,201200,103,67,42,69,69,32,2801,88,73,62,15750,163671,1,44,0,0,0,1,0,1,0,1,0,
1976,コバルトミネラル,こばるとみねらる,142,205320,110,55,65,57,95,41,2683,92,113,44,41508,5125,1,40,0,0,0,1,0,1,0,0,0,
1977,ヘビィメタリン,へびぃめたりん,141,195464,105,63,86,58,56,38,2535,112,134,65,40135,4938,0,20,0,0,0,1,0,1,0,0,0,1631(3)
1978,ヘルアポカリプス,へるあぽかりぷす,140,283464,135,62,80,48,58,37,7079,122,2530,43,68140,39,2,60,0,0,0,1,0,1,0,0,0,
1979,ザクダム,ざくだむ,141,189592,122,66,70,61,66,55,2274,130,106,92,39438,4812,2,60,7,0,0,1,0,1,0,0,0,
